species_id;species;video_name;frame;bounding_boxes
4;Yellow-legged Gull;006-yellow_legged_gull;40;[(1087.87, 299.0, 1635.87, 673.5, 3, 0), (1022.0, 265.5, 1250.0, 514.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;50;[(1145.43, 298.89, 1520.1, 668.6, 3, 0), (1018.3, 228.5, 1263.1, 514.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;60;[(1119.27, 288.88, 1396.17, 688.38, 3, 0), (1026.4, 238.6, 1266.1, 514.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;70;[(1100.29, 289.74, 1419.62, 684.22, 4, 0), (1026.0, 315.0, 1254.0, 513.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;80;[(1079.33, 290.59, 1441.09, 680.05, 4, 0), (1023.0, 316.0, 1251.0, 514.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;90;[(1058.36, 291.45, 1462.56, 675.88, 4, 0), (1017.0, 315.0, 1245.0, 513.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;100;[(1037.4, 292.3, 1484.03, 671.72, 4, 0), (1009.0, 318.0, 1237.0, 516.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;110;[(1032.09, 293.16, 1484.03, 669.05, 4, 0), (995.0, 318.0, 1237.0, 516.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;120;[(1028.53, 294.01, 1481.64, 666.55, 4, 0), (943.68, 309.6, 1237.0, 516.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;130;[(1024.97, 294.87, 1474.34, 662.49, 4, 0), (870.33, 305.67, 1237.0, 516.0, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;140;[(1000.73, 293.11, 1458.7, 669.6, 4, 0), (808.59, 267.95, 1194.98, 494.15, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;150;[(951.08, 292.26, 1502.47, 692.3, 4, 0), (808.27, 272.25, 1195.31, 494.31, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;160;[(955.29, 266.21, 1506.67, 686.41, 4, 0), (807.94, 276.54, 1195.64, 494.48, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;170;[(927.5, 260.32, 1510.4, 662.7, 4, 0), (807.62, 280.83, 1195.97, 494.64, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;180;[(949.25, 310.81, 1493.7, 676.18, 3, 0), (807.29, 285.12, 1196.3, 494.81, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;190;[(1003.62, 363.8, 1473.75, 673.89, 3, 0), (806.96, 289.41, 1196.63, 494.97, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;200;[(1058.0, 374.7, 1448.3, 671.6, 3, 0), (806.64, 293.7, 1196.96, 495.14, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;210;[(1104.58, 382.45, 1415.6, 666.95, 3, 0), (806.31, 298.0, 1197.29, 495.3, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;220;[(1108.36, 381.05, 1411.55, 666.45, 3, 0), (805.98, 302.29, 1197.62, 495.47, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;230;[(1141.6, 352.1, 1418.8, 661.2, 3, 0), (805.66, 306.58, 1197.95, 495.63, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;240;[(1178.6, 330.6, 1409.7, 645.3, 3, 0), (805.33, 310.87, 1198.28, 495.8, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;250;[(1166.85, 318.92, 1389.68, 628.35, 3, 0), (805.3, 307.22, 1189.58, 495.81, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;260;[(1161.56, 321.66, 1405.1, 621.64, 3, 0), (805.3, 302.68, 1179.89, 495.81, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;270;[(1092.82, 311.01, 1375.96, 616.11, 3, 0), (805.3, 267.6, 1164.7, 500.9, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;280;[(1082.37, 317.44, 1366.64, 609.87, 3, 0), (805.3, 259.69, 1157.44, 500.9, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;290;[(1129.5, 306.17, 1341.42, 607.2, 3, 0), (805.3, 273.8, 1144.5, 500.9, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;300;[(1126.5, 323.48, 1338.06, 603.08, 3, 0), (847.38, 287.8, 1144.5, 500.9, 0, 1)]
4;Yellow-legged Gull;006-yellow_legged_gull;310;[(1097.4, 329.3, 1309.0, 603.1, 3, 0), (881.52, 318.0, 1126.0, 499.1, 0, 1)]
4;Yellow-legged Gull;007-yellow_legged_gull;0;[(456.55, 368.54, 791.11, 851.43, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;10;[(456.55, 361.9, 777.9, 851.43, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;20;[(456.55, 294.3, 789.4, 851.43, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;30;[(469.36, 280.45, 789.4, 855.54, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;40;[(456.55, 152.6, 789.4, 851.43, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;50;[(474.0, 114.2, 806.0, 850.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;60;[(479.0, 100.0, 811.0, 846.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;70;[(481.0, 86.0, 813.0, 853.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;80;[(482.0, 86.0, 814.0, 853.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;90;[(482.0, 86.0, 814.0, 853.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;100;[(483.0, 86.0, 815.0, 853.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;110;[(482.0, 78.0, 814.0, 853.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;120;[(482.0, 105.8, 814.0, 852.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;130;[(468.0, 334.3, 800.0, 853.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;140;[(455.0, 388.8, 787.0, 868.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;150;[(472.0, 384.0, 810.8, 849.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;160;[(456.0, 349.5, 763.9, 832.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;170;[(465.0, 370.0, 755.0, 749.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;180;[(460.54, 361.06, 750.54, 780.06, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;190;[(224.0, 191.0, 727.0, 752.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;200;[(229.0, 196.0, 809.0, 758.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;210;[(326.0, 176.0, 807.0, 761.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;220;[(368.8, 267.6, 710.0, 771.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;230;[(387.0, 327.0, 710.0, 749.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;240;[(389.0, 316.0, 670.0, 746.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;250;[(298.0, 350.0, 586.7, 756.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;260;[(295.5, 242.1, 596.0, 836.0, 0, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;270;[(170.4, 285.1, 825.5, 821.8, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;280;[(0.0, 2.8, 1169.1, 808.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;290;[(198.3, 84.0, 1055.1, 774.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;300;[(486.0, 119.0, 980.0, 793.0, 4, 0)]
4;Yellow-legged Gull;007-yellow_legged_gull;310;[(498.0, 91.0, 905.0, 783.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;0;[(1104.24, 370.19, 1527.79, 940.42, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;10;[(1031.6, 164.3, 1610.0, 889.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;20;[(1011.0, 75.0, 1691.0, 883.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;30;[(1018.0, 75.0, 1731.0, 883.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;40;[(1090.0, 118.4, 1715.0, 891.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;50;[(1036.0, 308.0, 1693.0, 920.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;60;[(955.0, 359.0, 1443.0, 923.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;70;[(904.0, 319.0, 1319.0, 981.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;80;[(870.5, 112.6, 1345.0, 931.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;90;[(769.0, 88.0, 1296.0, 912.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;100;[(743.0, 62.0, 1340.0, 928.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;110;[(841.0, 370.0, 1312.0, 949.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;120;[(686.0, 384.0, 1225.0, 979.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;130;[(599.0, 229.5, 1039.6, 987.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;140;[(602.0, 165.0, 1042.0, 970.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;150;[(563.9, 241.0, 1035.0, 1015.7, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;160;[(446.0, 427.0, 1136.0, 984.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;170;[(101.45, 383.52, 898.45, 982.52, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;180;[(4.0, 158.0, 869.0, 922.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;190;[(60.0, 116.0, 834.0, 925.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;200;[(105.0, 86.0, 925.0, 923.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;210;[(103.0, 92.0, 851.0, 929.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;220;[(338.0, 245.1, 1028.0, 915.7, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;230;[(357.0, 344.0, 1092.6, 941.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;240;[(429.1, 133.0, 1040.5, 931.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;250;[(432.0, 97.0, 1034.0, 923.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;260;[(490.0, 91.0, 1032.0, 930.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;270;[(489.0, 89.0, 1031.0, 928.0, 4, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;280;[(563.0, 340.0, 1123.0, 912.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;290;[(496.0, 341.8, 1035.0, 913.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;300;[(506.0, 231.6, 1168.0, 907.0, 0, 0)]
4;Yellow-legged Gull;008-yellow_legged_gull;310;[(549.0, 181.0, 1127.8, 908.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;0;[(9.0, 249.0, 743.0, 746.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;10;[(37.4, 308.0, 757.0, 767.1, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;20;[(158.0, 403.0, 799.0, 767.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;30;[(128.0, 370.0, 808.0, 765.2, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;40;[(69.0, 337.0, 788.0, 762.4, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;50;[(76.0, 233.0, 656.0, 760.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;60;[(67.9, 211.0, 640.0, 764.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;70;[(69.6, 170.0, 722.0, 767.1, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;80;[(95.0, 159.0, 718.0, 757.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;90;[(55.0, 154.0, 715.0, 753.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;100;[(52.0, 154.0, 716.0, 748.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;110;[(40.6, 150.0, 706.0, 769.2, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;120;[(45.5, 149.0, 707.0, 760.2, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;130;[(42.9, 169.0, 729.0, 769.7, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;140;[(35.4, 189.0, 725.0, 767.4, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;150;[(19.0, 191.0, 738.0, 767.4, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;160;[(37.2, 273.0, 763.0, 766.2, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;170;[(146.4, 362.0, 800.0, 767.4, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;180;[(234.0, 428.0, 859.0, 758.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;190;[(37.0, 438.0, 854.0, 818.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;200;[(52.0, 325.0, 737.0, 835.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;210;[(2.0, 241.0, 690.0, 824.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;220;[(2.0, 153.0, 520.0, 824.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;230;[(1.0, 155.0, 518.0, 826.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;240;[(1.0, 166.0, 498.0, 827.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;250;[(1.0, 168.0, 492.0, 825.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;260;[(1.0, 176.0, 494.0, 812.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;270;[(2.0, 162.0, 546.0, 826.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;280;[(1.0, 144.0, 554.0, 818.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;290;[(1.0, 144.0, 548.0, 820.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;300;[(1.0, 150.0, 552.0, 813.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;310;[(2.0, 151.0, 523.0, 823.9, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;320;[(2.0, 149.0, 522.0, 828.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;330;[(2.0, 147.0, 535.0, 829.5, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;340;[(1.0, 155.0, 553.0, 812.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;350;[(1.0, 220.0, 636.0, 812.0, 4, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;360;[(6.0, 421.0, 816.0, 821.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;370;[(1.0, 451.0, 800.0, 835.7, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;380;[(1.0, 428.0, 636.0, 801.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;390;[(1.0, 284.0, 513.0, 788.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;400;[(1.0, 244.0, 465.0, 789.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;410;[(2.0, 268.0, 437.0, 764.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;420;[(0.0, 292.0, 374.0, 768.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;430;[(1.0, 243.0, 330.0, 767.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;440;[(1.0, 301.0, 353.0, 762.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;450;[(1.0, 196.0, 299.0, 764.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;460;[(1.0, 194.0, 296.0, 765.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;470;[(1.0, 182.0, 349.0, 767.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;480;[(1.0, 172.0, 349.0, 762.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;490;[(1.0, 170.0, 356.0, 758.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;500;[(1.0, 167.0, 359.0, 760.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;510;[(1.0, 264.0, 412.0, 767.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;520;[(1.0, 437.0, 537.0, 769.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;530;[(1.0, 440.0, 435.0, 765.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;540;[(0.0, 261.0, 185.0, 695.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;550;[(1.0, 205.0, 200.0, 719.9, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;560;[(0.0, 132.0, 210.0, 696.4, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;570;[(0.0, 130.0, 210.0, 692.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;580;[(1.0, 119.0, 144.0, 659.8, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;590;[(1.0, 125.0, 163.0, 670.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;600;[(1.0, 129.0, 140.0, 665.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;610;[(0.0, 134.0, 116.0, 669.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;620;[(1.0, 138.0, 116.0, 669.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;630;[(1.0, 138.0, 112.0, 670.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;640;[(0.0, 212.0, 170.0, 670.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;650;[(1.0, 394.0, 350.0, 708.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;660;[(0.0, 420.0, 402.0, 774.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;670;[(0.0, 400.0, 287.0, 778.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;680;[(0.0, 294.0, 234.0, 548.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;690;[(1.0, 287.0, 194.0, 525.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;700;[(0.0, 234.0, 149.0, 534.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;710;[(0.0, 195.0, 84.0, 532.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;720;[(0.0, 194.0, 65.0, 531.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;730;[(0.0, 180.0, 78.0, 528.0, 0, 0)]
4;Yellow-legged Gull;010-yellow_legged_gull;740;[(0.0, 164.0, 120.0, 531.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;0;[(531.0, 251.0, 633.0, 458.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;10;[(548.0, 254.0, 643.0, 458.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;20;[(554.0, 250.0, 657.0, 466.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;30;[(556.0, 249.0, 662.0, 468.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;40;[(542.0, 252.0, 653.0, 467.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;50;[(535.0, 248.0, 650.0, 468.2, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;60;[(541.0, 249.0, 654.0, 474.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;70;[(543.0, 250.0, 654.0, 474.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;80;[(549.0, 253.0, 665.0, 473.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;90;[(568.0, 256.0, 689.0, 479.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;100;[(574.0, 255.0, 722.0, 481.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;110;[(594.0, 255.0, 741.0, 479.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;120;[(627.0, 297.0, 755.0, 481.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;130;[(643.0, 300.0, 755.0, 490.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;140;[(638.0, 290.0, 762.0, 490.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;150;[(640.0, 283.0, 764.0, 489.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;160;[(658.0, 306.0, 771.0, 482.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;170;[(643.0, 330.0, 774.0, 482.0, 3, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;180;[(662.0, 345.0, 778.0, 482.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;190;[(677.0, 352.0, 794.0, 494.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;200;[(702.0, 334.0, 835.0, 495.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;210;[(682.0, 296.0, 929.0, 479.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;220;[(661.0, 285.0, 907.0, 480.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;230;[(703.0, 264.0, 909.8, 479.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;240;[(706.0, 267.0, 904.5, 478.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;250;[(727.0, 289.0, 897.3, 479.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;260;[(728.0, 316.0, 874.0, 474.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;270;[(734.0, 300.0, 858.0, 476.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;280;[(728.0, 337.0, 842.0, 471.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;290;[(723.0, 331.0, 831.0, 480.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;300;[(711.0, 345.0, 876.0, 474.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;310;[(721.0, 323.0, 913.6, 478.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;320;[(731.0, 301.0, 896.4, 474.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;330;[(734.0, 265.0, 882.5, 475.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;340;[(734.0, 261.0, 854.0, 475.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;350;[(731.0, 256.0, 851.0, 477.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;360;[(723.0, 256.0, 845.0, 481.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;370;[(722.0, 254.0, 845.0, 480.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;380;[(710.0, 239.0, 831.0, 481.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;390;[(713.0, 240.0, 831.0, 480.0, 0, 0)]
4;Yellow-legged Gull;011-yellow_legged_gull;400;[(711.0, 262.0, 832.0, 476.0, 0, 0)]
